7680   0.0000
7700   0.0000
7720   0.0001
7740   0.0001
7760   0.0001
7780   0.0001
7800   0.0002
7820   0.0002
7840   0.0002
7860   0.0003
7880   0.0004
7900   0.0006
7920   0.0008
7940   0.0009
7960   0.0011
7980   0.0015
8000   0.0022
8020   0.0028
8040   0.0042
8060   0.0056
8080   0.0074
8100   0.0099
8120   0.0122
8140   0.0153
8160   0.0190
8180   0.0230
8200   0.0277
8220   0.0325
8240   0.0372
8260   0.0419
8280   0.0465
8300   0.0511
8320   0.0569
8340   0.0622
8360   0.0668
8380   0.0703
8400   0.0732
8420   0.0761
8440   0.0781
8460   0.0800
8480   0.0816
8500   0.0825
8520   0.0836
8540   0.0846
8560   0.0857
8580   0.0864
8600   0.0865
8620   0.0866
8640   0.0868
8660   0.0870
8680   0.0867
8700   0.0859
8720   0.0852
8740   0.0843
8760   0.0836
8780   0.0825
8800   0.0810
8820   0.0795
8840   0.0780
8860   0.0765
8880   0.0750
8900   0.0733
8920   0.0694
8940   0.0656
8960   0.0618
8980   0.0583
9000   0.0577
9020   0.0571
9040   0.0564
9060   0.0557
9080   0.0544
9100   0.0533
9120   0.0520
9140   0.0509
9160   0.0497
9180   0.0486
9200   0.0476
9220   0.0466
9240   0.0455
9260   0.0445
9280   0.0401
9300   0.0360
9320   0.0320
9340   0.0281
9360   0.0264
9380   0.0269
9400   0.0273
9420   0.0277
9440   0.0261
9460   0.0246
9480   0.0247
9500   0.0247
9520   0.0240
9540   0.0231
9560   0.0233
9580   0.0236
9600   0.0239
9620   0.0243
9640   0.0246
9660   0.0248
9680   0.0250
9700   0.0250
9720   0.0236
9740   0.0223
9760   0.0217
9780   0.0211
9800   0.0206
9820   0.0200
9840   0.0194
9860   0.0188
9880   0.0178
9900   0.0168
9920   0.0159
9940   0.0149
9960   0.0141
9980   0.0132
10000   0.0126
10020   0.0120
10040   0.0114
10060   0.0108
10080   0.0101
10100   0.0095
10120   0.0089
10140   0.0082
10160   0.0077
10180   0.0071
10200   0.0067
10220   0.0062
10240   0.0058
10260   0.0054
10280   0.0050
10300   0.0045
10320   0.0040
10340   0.0036
10360   0.0032
10380   0.0029
10400   0.0028
10420   0.0026
10440   0.0025
10460   0.0023
10480   0.0021
10500   0.0020
10520   0.0018
10540   0.0017
10560   0.0015
10580   0.0014
10600   0.0013
10620   0.0012
10640   0.0011
10660   0.0011
10680   0.0011
10700   0.0010
10720   0.0009
10740   0.0008
10760   0.0007
10780   0.0007
10800   0.0007
10820   0.0006
10840   0.0006
10860   0.0006
10880   0.0005
10900   0.0005
10920   0.0005
10940   0.0004
10960   0.0004
10980   0.0004
11000   0.0003
11020   0.0003
11040   0.0002
11060   0.0002
11080   0.0002
11100   0.0001
11120   0.0001
11140   0.0001
11160   0.0000
